0	260	268435718	536871184	805306948
1	265	268435714	536871178	805306925
2	262	268435717	536871169	805306904
3	259	268435719	536871145	805306880
4	261	268435719	536871136	805306822
5	258	268435715	536871127	805306792
6	263	268435708	536871123	805306673
7	255	268435710	536871116	805306605
8	254	268435710	536871118	805306556
9	264	268435713	536871118	805306566
10	260	268435710	536871111	805306558
11	258	268435713	536871106	805306523
12	264	268435713	536871107	805306511
13	262	268435717	536871113	805306488
14	262	268435719	536871114	805306478
15	260	268435718	536871113	805306474
16	259	268435717	536871109	805306471
17	259	268435714	536871106	805306465
18	259	268435718	536871108	805306460
19	263	268435712	536871105	805306453
20	259	268435710	536871109	805306459
21	263	268435715	536871128	805306512
22	256	268435711	536871139	805306604
23	257	268435715	536871175	805306812
24	259	268435713	536871189	805306924
25	258	268435719	536871221	805306949
26	261	268435722	536871232	805306961
27	260	268435723	536871239	805307001
28	254	268435718	536871233	805306997
29	259	268435715	536871225	805307017
30	225	268435689	536871179	805306979
31	260	268435719	536871194	805306971
32	266	268435706	536871179	805306974
33	254	268435695	536871158	805306841
34	252	268435701	536871144	805306756
35	255	268435705	536871125	805306668
36	253	268435709	536871121	805306594
37	255	268435705	536871111	805306497
38	249	268435704	536871102	805306480
39	244	268435705	536871100	805306481
40	250	268435703	536871107	805306462
41	249	268435705	536871108	805306482
42	247	268435704	536871108	805306459
43	253	268435706	536871104	805306463
44	251	268435699	536871111	805306462
45	251	268435705	536871110	805306458
46	252	268435705	536871110	805306457
47	258	268435702	536871123	805306460
48	252	268435704	536871121	805306451
49	252	268435702	536871113	805306451
50	252	268435699	536871114	805306451
51	255	268435707	536871116	805306466
52	255	268435703	536871112	805306475
53	250	268435700	536871119	805306615
54	254	268435705	536871119	805306815
55	249	268435706	536871124	805306823
56	259	268435708	536871131	805306867
57	245	268435709	536871145	805306897
58	252	268435707	536871158	805306904
59	247	268435704	536871181	805306951
60	242	268435701	536871185	805306970
61	247	268435695	536871186	805307025
62	220	268435682	536871143	805307033
63	264	268435710	536871192	805306935
64	263	268435716	536871168	805307029
65	255	268435712	536871160	805306958
66	253	268435713	536871147	805306937
67	249	268435697	536871132	805306892
68	257	268435695	536871120	805306871
69	249	268435702	536871107	805306657
70	255	268435702	536871106	805306633
71	254	268435700	536871103	805306608
72	255	268435687	536871102	805306572
73	216	268435699	536871102	805306619
74	233	268435692	536871104	805306616
75	247	268435712	536871104	805306601
76	256	268435704	536871108	805306613
77	255	268435704	536871105	805306523
78	253	268435706	536871099	805306533
79	253	268435703	536871100	805306529
80	245	268435702	536871097	805306549
81	248	268435704	536871093	805306546
82	251	268435709	536871097	805306554
83	255	268435703	536871105	805306675
84	250	268435701	536871111	805306671
85	254	268435709	536871122	805306828
86	258	268435702	536871128	805307011
87	254	268435702	536871164	805307005
88	254	268435706	536871189	805307009
89	247	268435716	536871206	805307007
90	255	268435705	536871212	805307005
91	251	268435708	536871214	805307006
92	243	268435706	536871202	805307004
93	255	268435707	536871172	805307017
94	238	268435678	536871158	805307017
95	258	268435730	536871152	805306929
96	255	268435717	536871164	805307018
97	255	268435700	536871127	805306830
98	208	268435711	536871130	805306832
99	256	268435718	536871109	805306641
100	241	268435713	536871101	805306617
101	253	268435701	536871102	805306572
102	252	268435708	536871108	805306571
103	248	268435703	536871101	805306631
104	242	268435714	536871105	805306641
105	249	268435698	536871113	805306624
106	250	268435697	536871093	805306598
107	242	268435706	536871116	805306580
108	249	268435704	536871118	805306629
109	238	268435711	536871143	805306551
110	246	268435702	536871137	805306559
111	246	268435703	536871131	805306579
112	245	268435701	536871130	805306579
113	239	268435697	536871129	805306583
114	251	268435696	536871130	805306594
115	261	268435705	536871126	805306688
116	255	268435694	536871168	805306926
117	256	268435705	536871132	805306895
118	253	268435696	536871132	805306930
119	229	268435706	536871143	805307010
120	241	268435704	536871144	805307010
121	232	268435702	536871145	805307003
122	236	268435703	536871159	805307015
123	224	268435704	536871172	805307008
124	234	268435706	536871177	805307007
125	242	268435692	536871155	805307014
126	233	268435662	536871131	805307031
127	261	268435717	536871172	805306901
128	255	268435703	536871155	805307021
129	265	268435703	536871131	805306925
130	254	268435696	536871127	805306935
131	255	268435703	536871126	805306827
132	249	268435704	536871109	805306799
133	242	268435702	536871097	805306768
134	248	268435640	536871106	805306682
135	257	268435668	536871109	805306665
136	254	268435686	536871104	805306654
137	206	268435681	536871103	805306670
138	242	268435686	536871106	805306647
139	251	268435695	536871099	805306632
140	253	268435694	536871089	805306783
141	258	268435698	536871102	805306671
142	256	268435705	536871100	805306677
143	251	268435701	536871099	805306743
144	264	268435698	536871095	805306743
145	257	268435700	536871089	805306745
146	241	268435708	536871067	805306847
147	241	268435705	536871107	805306882
148	248	268435696	536871112	805306999
149	251	268435703	536871133	805307009
150	247	268435735	536871141	805307009
151	253	268435695	536871151	805307013
152	257	268435692	536871178	805307008
153	253	268435694	536871204	805307008
154	253	268435705	536871202	805307011
155	263	268435728	536871182	805306997
156	221	268435687	536871177	805307000
157	233	268435708	536871171	805307013
158	206	268435680	536871155	805307012
159	236	268435701	536871160	805306991
160	262	268435704	536871128	805307016
161	255	268435705	536871086	805306811
162	255	268435696	536871154	805307007
163	249	268435709	536871101	805306744
164	242	268435712	536871113	805306783
165	252	268435700	536871120	805306603
166	250	268435707	536871113	805306708
167	245	268435705	536871100	805306694
168	255	268435694	536871113	805306701
169	252	268435671	536871119	805306883
170	251	268435684	536871112	805306712
171	242	268435676	536871137	805306778
172	241	268435684	536871140	805306724
173	225	268435705	536871142	805306640
174	239	268435681	536871134	805306953
175	251	268435692	536871142	805306784
176	252	268435696	536871136	805306771
177	248	268435709	536871136	805306751
178	252	268435709	536871135	805306906
179	242	268435702	536871136	805307007
180	195	268435692	536871146	805307011
181	245	268435699	536871152	805306939
182	214	268435699	536871148	805307009
183	240	268435692	536871125	805307006
184	247	268435703	536871174	805307006
185	238	268435695	536871161	805307000
